username,tweet,hashtags
PeeguuTV,People that post daily horoscopes of themselves need to look in the mirror and remind themselves that they’re a dumbass.,
giantbbylion,Do you know what rhymes with cucumber?,
JojoKwong_HK,Communication school should include programming in research method classes,
sanahashmi1,"Don't think that🇨🇳military intimidation will only have implications for Taiwan, it'll have serious repercussions for China as well.🇨🇳won't come out of it unscathed. 
Ex: Japan is already deliberairtng on its role in a potential Taiwan contingency. There are several other examples",
giantbbylion,i hv a pick up line,
niccijsmith,"Just heard Deacon Blue in an Aussie bar, who I’ve never heard played outside of Scotland. They also played Annie Lennox. Just give me the Proclaimers and I’m sold",
yyyyyve,"Michael Phelps is a literal alien made for swimming but it’s not fair for cis women with natural high testosterone to compete, and no trans ppl whatsoever 🤨",
RosieOneHalf,The Non-ai-ry games,
BethanyAllenEbr,"Well, today is an interesting day to be apartment hunting in Taipei.",
brianhioe,What I'm cautious of in the coming days is the gap in currently existing work on disinformation in Taiwan--in that the orgs working on disinformation are focused on disinformation that circulates domestically /within/ Taiwan,
sueannshiah,"Signs of the times:

China’s demonstration firing missiles over Taiwan (into the sea) but in the @newbloommag group chat we’re trying to figure out who will staff the bar at our upcoming events. 

As @brianhioe, myself, and countless others have commented publicly — life goes on.",
rainborn8228,"closer and closer......
no more war....please.
God bless #Taiwan",['Taiwan']
jovvvian,the best people to have in life are those who call out your bullshit every now and then,
brianhioe,"Dealing with disinformation is going to have the character of whack-a-mole this weak, I'm imagining",
tculpan,"China's PLA on Thursday fired missiles to the Northeast and Southwest of Taiwan. 
The biggest escalation of military tension since 1995.",
brianhioe,"Regarding the blockade scenario, I think its unlikely that China would try and maintain a long-term blockade beyond just conducting exercises that are a show-of-force blockade and not an actual one, but what would be the signs they are in fact doing so?",
ooo0linnn,"nap with a heavy downpour brings it up to another level, contentment ++",
sanahashmi1,"For many of us, Taiwan is a (second) home &amp; not a geopolitical chess piece. 

Such intimidation should be condemned unequivocally!",
YuHuay,"At least two international news channels have reported that #China’s ban of natural sand to Taiwan would affect the island’s production of #semiconductors. Give me a break! It could harm the construction sector, but not chips.","['China', 'semiconductors']"
jerryasleep,"After these streaming original movies are taken off their platforms and not made available anywhere legally,the thrill of finding unavailable movies online through piracy like you were digging out some long lost treasure will once again come back",
SpanishMatlock,"Twitter: Hey would you like to talk to some business incels with your real human voice?

Me: Thanks for asking! No, never.",
Yu47955279,bored to death,
chenjunmin,"To those who are cheering for Pelosi visit to Taiwan, have you ever heard how bad it is for food import from China now? Enjoy it until we all get hungry here. No worries, I am with you guys standing with Taiwan BUT without provocation like this.",
WilliamYang120,Taiwan's defense ministry confirmed @Reuters report that #China launched several ballistic missiles into water around #Taiwan's northeast and southwest around 1:56 pm.,"['China', 'Taiwan']"
TaiwanWarReport,"⚠️ According To Taiwan Media Reports, During The Chinese People's Liberation Army's ""round The Island"" Military Exercise, It Is Expected That 18 International Routes Will Be Affected, And 900 Flights Will Be Diverted",
ARABYPOC,"podcast time!!!!
IN AIR⏺🎧🎙",
YimouLee,"#TAIWAN DEFENCE MINISTRY CONFIRMED REUTERS SCOOP:  CHINA LAUNCHED SEVERAL DONGFENG BALLISTIC MISSILES INTO WATERS AROUND TAIWAN'S NORTHEAST AND SOUTHWEST, STARTING FROM 13:56 LOCAL TIME",['TAIWAN']
TaiwanWarReport,Nationalism on the rise in China and has been for some time. Many of their strongest supporters are upset that China is not more aggressive,
xianmei1129,Taiwan MND has confirmed that PLA launched several missiles to the east of the Taiwan Strait.,
TaiwanWarReport,"Keep in mind, a lot of this news will be delayed from real time",
TaiwanWarReport,TAIWAN DEFENCE MINISTRY: RELATED DEFENCE SYSTEMS WERE ACTIVATED IN REACTION TO THE CHINESE MISSILE LAUNCH.,
toniamarait3r,Before you get caught on that ladder,
toniamarait3r,Because of The Vitruvian Man? Yes,
tyskyoong,Exol only LETS BE MOOTS ! lewat help hype🙏❣️,
TaiwanWarReport,THE TWO CHINESE MISSILES LAUNCHED FLEW INTO DRILL ZONES ANNOUNCED BY CHINA OFF TAIWAN'S NORTHEASTERN COAST - INTERNAL TAIWAN GOV REPORT:,
YimouLee,THE TWO CHINESE MISSILES LAUNCHED FLEW INTO DRILL ZONES ANNOUNCED BY CHINA OFF TAIWAN'S NORTHEASTERN COAST - INTERNAL #TAIWAN GOV REPORT,['TAIWAN']
YimouLee,BREAKING - TAIWAN SPOTTED TWO MISSILES LAUNCHED BY CHINA NEAR OUTLYING ISLANDS OF MATSU AT AROUND 2 P.M. LOCAL TIME - INTERNAL GOV REPORT,
Finance_Goku,world we live in when the @TheFCA prevent me making a leveraged trade and I have to prove I have a residence in another country to trade #nannystate #overstep,"['nannystate', 'overstep']"
brianhioe,"Try and see if people in Taiwan think if its a Fourth Taiwan Strait Crisis first before you term it that, hm? Or are Taiwanese apparently the ones least aware of a crisis that they are directly in the line of fire for?",
WilliamYang120,"Already seeing some claiming that the situation now around #Taiwan equals the fourth #TaiwanStraitsCrisis. I'm not going to weigh in on anything like that, but I wish people outside of Taiwan can stop this trend of rushing to define the situation as it just started,...","['Taiwan', 'TaiwanStraitsCrisis']"
brianhioe,Did Pelosi get stood up in South Korea?,
tmj_twn_jobs,"If you're looking for work in #Taipei, check out this #Engineering job via the link in our bio: Silicon Design Engineer - IP FEINT (177290) at AMD","['Taipei', 'Engineering']"
BanGaoRen,Taipei right now is literally one big dark Independence Day rain cloud hovering over the city and glorious sunshine outside the bowl,
treblepig,It’s My Life 🔥🙌🏻🙌🏻 #THETRAD,['THETRAD']
samuelc1231,It’s raining so hard it’s raining horizontally here and my coworkers are joking that China’s sent spiked rain - that’s my local news report on the sentiment here over and out,
dizappearr_,lost u to find me?,
1337Research,"""Crypto VC firm Hashed confirms losing more than $3 billion in luna crash""",
sanahashmi1,"Important day to remember that while India adheres to the One-China policy and in the past accepted that PRC is the sole legitimate government of China, it has never acknowledged/recognised/accepted Taiwan as a part of China in any of the joint statements and official statements.",
RereRoa_,Jaraknya emang lumayan. Always proud of my girls! @5ecretNumber we are try again next event. ♥️,
yyyyyve,"I just like, need physical intimacy man",
Justbriyourslf,"Every since I rearranged my room, I stay up so late. I think I’m just that comfortable now which is great but sis we have to sleep 😭",
llreframedll,I want to get better at playing the #innergame… that’s the ultimate game for me. The start of a new journey it’s always the most difficult part. #mindfulness.,"['innergame', 'mindfulness']"
dw990120,"Good luck to the event

@biblesumett @milephakphum 

 #MileBiblexEmilioPucci",['MileBiblexEmilioPucci']
llreframedll,"When your mood change, your entire world changes because you create reality differently.",
Ad66496513,"what is a better strategy for liquidity pools?
- concentrate liquidity
- spread to wide ranges? 

#lp #liquidity","['lp', 'liquidity']"
TaiwanWarReport,#BREAKING @AFP journalists see projectiles fired by Chinese army into Taiwan Strait,['BREAKING']
ThomasBellmore,Who cares about China when you have a threesome planned for Sunday? 😅,
tmj_twn_jobs,"Join the AMD team! See our latest #Engineering job openings, including ""Software Development Engineer(175344)"", via the link in our bio. #Taipei","['Engineering', 'Taipei']"
lungyingwang,"LIENKEN smart nano materials provide thin and light soft shock absorbers.
These materials can apply to smartphone case, sport pads, medical, defense, transportation safety, transportation, computers, automotive, shoe insoles, helmet, bicycle seat, acoustic and car electronics.",
TaiwanWarReport,#TAIWAN SOURCE BRIEFED ON THE MATTER: TAIWAN NAVY SHIPS STAY CLOSE TO MEDIAN LINE TO MONITOR CHINESE NAVY ACTIVITIES,['TAIWAN']
1337Research,"Coinbase pro straight up broken on Safari

One job",
ThomasBellmore,Hey China! I can’t even hear your little temper tantrum off the coast. Maybe try whining and crying a little louder?,
rossiyu0904,I didn’t sleep at all last night… so… goodnight.😪,
BanGaoRen,"Me to Taiwanese colleagues at lunch: so are we worried about the live fire exercises?

Them: If we can't hear explosions we're not going to worry about it

I feel that attitude includes not actively considering what to do if there is an attack, let alone how to repel one. 🤷‍♂️",
kkevinwuu,Twitter got hella boring tf,
YimouLee,#TAIWAN SOURCE BRIEFED ON THE MATTER: TAIWAN DEPLOYS MISSILE SYSTEMS TO TRACK MOVEMENT OF CHINESE AIR FORCE ACTIVITIES NEAR MEDIAN LINE,['TAIWAN']
BekiusMariana,"Something happened this week that has shook me. 

I want to share the story as an illustration of what's possible in a new world and model that we can create. 

If we choose to take a leap of faith.",
YimouLee,#TAIWAN SOURCE BRIEFED ON THE MATTER: TAIWAN NAVY SHIPS STAY CLOSE TO MEDIAN LINE TO MONITOR CHINESE NAVY ACTIVITIES,['TAIWAN']
AnimalExtender,"For people who care about Taiwan: Compared to a few months ago, are you now more or less worried that Taiwan will face an existential crisis in the next few years?",
YimouLee,#TAIWAN SOURCE BRIEFED ON THE MATTER: ABOUT 10 CHINESE NAVY SHIPS TEMPORARILY CROSSED TAIWAN STRAIT MEDIAN LINE AND REMAIN CLOSE IN THE AREA FROM WED NIGHT TO THUR MIDDAY,['TAIWAN']
YimouLee,#TAIWAN SOURCE BRIEFED ON THE MATTER: MULTIPLE CHINESE MILITARY AIRCRAFT BRIEFLY CROSSED THE MEDIAN LINE ON THURSDAY MORNING,['TAIWAN']
ShanghaiBrute_,Doja Cat Jihad,
ShanghaiBrute_,Deadheads following the Grateful Dead across the country when they tour except I do this for Doja Cat,
yvonnejiann,Is your #Fear coming from knowing your enemies are capable? Or your #Fear is coming from knowing you’re not praying enough ? #fearofgod,"['Fear', 'Fear', 'fearofgod']"
shu_wang_gong,So I had to go to two banks today in central Taipei just as China’s live fire military exercises around Taiwan were scheduled to begin: absolute calm. If anything there were fewer customers than usual.,
Zero78735592,"The US has reneged on its commitments, openly played with fire and pitted itself against the 1.4 billion Chinese people, and none of this will end well.@SpokespersonCHN",
yvonnejiann,Where is your #FEAR coming from ??,['FEAR']
iamaffie,Too damn hot for AirPods even,
iamaffie,I in the gym seeing starts rn😵‍💫,
savior_cinco,Languishing in obscurity is hard. I deserve a medal.,
RosieOneHalf,jotaro fucking sucks,
ShanghaiBrute_,Trying to look like Baki by the end of the year,
ShanghaiBrute_,I’m surprised so many people know about yukio Mishima than I thought,
misterzoo0219,sadge😢😢😢,
WilliamYang120,"As #China's four-day live-fire drills encircling #Taiwan begins, Taiwan's defense ministry issued a statement earlier, emphasizing that its troops are operating as usual and it is closely monitoring the opponents' situation in the #Taiwan Strait and areas around ...","['China', 'Taiwan', 'Taiwan']"
beau50053056,I'm searching for something that I can't reach🩸,
EmpressHuang64,Temai eats fish,
Yusheng,"Bullet Train 5/10 Instead of anime John Wick on shinkansen, it's mediocre Pulp Fiction wannabe on local train.",
tmj_twn_jobs,We're hiring in #Taipei! Click the link in our bio to apply to this job and more: USB IP Design Engineer at AMD #Engineering,"['Taipei', 'Engineering']"
lungyingwang,The only power supply in the world with a wattage display.,
KillerAlmonds,omg huge thanks to @AlyssaMar02  @TTiger120 for the raids 🥺🥰I appreciate it! it was lovely meeting amazing people tonight and thank yall for such a good stream!,
Justbriyourslf,Sayin my ex like my name ain’t Steve 😩🎤,
MarkSimonHK,"Jesus, now over 30 incursions into Taiwan airspace by PLA, and we still ""Asia hands"" making the argument it's @SpeakerPelosi &amp; @iingwen at fault.
--
The rot is deep.",
